EstName,PhoneNoEst,EMail,OWNER,MailAddr1,MailAddr2,MailCity,MailZip,EstType1,Description,Location 1
SAKURA-YA,1317 SOUTH BERETANIA STREET,HONOLULU,(808)597-8069,,SAKURADA CORP.,1317 SOUTH BERETANIA STREET,96814,SIT DOWN & TAKE OUT (RESTAURANT),,"1317 SOUTH BERETANIA STREET
HONOLULU, HAWAII 96814
(21.30065163907659, -157.8407622619082)"
WONG'S PRODUCE,690 HALEKAUWILA STREET,HONOLULU,(808)536-6617,,JASON DIEP,690 HALEKAUWILA STREET,96813,WAREHOUSE (FOOD WAREHOUSE/COLD STORAGE/REPACKING),,"690 HALEKAUWILA STREET
HONOLULU, HAWAII 96813
(21.30025051151922, -157.85826768224496)"
KCL BARBECUE & CHINESE RESTAURANT,3100 KUHIO HIGHWAY,LIHUE,(808)246-3829,,KENNETH LEE,3100 KUHIO HIGHWAY,96766,SIT DOWN & TAKE OUT (RESTAURANT),,"3100 KUHIO HIGHWAY
LIHUE, HAWAII 96766
(22.004910979102018, -159.34639968980227)"
JOY'S PLACE,1993 SOUTH KIHEI ROAD,KIHEI,(808)879-9258,,JOY WHITE,1993 SOUTH KIHEI ROAD,96753,TAKE OUT (RESTAURANT),,"1993 SOUTH KIHEI ROAD
KIHEI, HAWAII 96753
(20.729986845384303, -156.4514266385035)"
ARBY'S - KAHALA,"4211 WAIALAE AVENUE, #216",HONOLULU,(808)734-7488,,"MPH8, LLC","1019 WAIMANU STREET, #216",96814,TAKE OUT (RESTAURANT),,"4211 WAIALAE AVENUE, #216
HONOLULU, HAWAII 96814
(21.278465364613794, -157.78658710286317)"
TONY'S LIQUOR & DELI,111 SAND ISLAND ACCESS ROAD,HONOLULU,(808)847-7719,,DOLE K. YI,111 SAND ISLAND ACCESS ROAD,96819,GROCERY/MARKET (RETAIL FOODS),,"111 SAND ISLAND ACCESS ROAD
HONOLULU, HAWAII 96819
(21.32315267624972, -157.89103436334608)"
MAUNALOA SCHOOL,MAUNALOA ROAD,MAUNALOA,(808)552-2000,,DEPARTMENT OF EDUCATION,P O BOX 128,96770,SCHOOLS (INSTITUTIONAL KITCHENS),,"MAUNALOA ROAD
MAUNALOA, HAWAII 96770
(21.130652795878035, -157.20979342954118)"
2 GO TESORO,"91-590 FARRINGTON HIGHWAY, #6",KAPOLEI,(808)674-2592,,TESORO HAWAII CORP.,"3450 SOUTH 344TH WAY, #201",98001,GROCERY/MARKET (RETAIL FOODS),,"91-590 FARRINGTON HIGHWAY, #6
KAPOLEI, WASHINGTON 98001
(47.311189999818794, -122.26660000038959)"
NO KA OI DELI,"222 PAPALAUA STREET, #104",LAHAINA,(808)667-2244,,"NO KA OI DELI, INC.","222 PAPALAUA STREET, #104",96761,TAKE OUT (RESTAURANT),,"222 PAPALAUA STREET, #104
LAHAINA, HAWAII 96761
(20.878491892082593, -156.67891913903523)"
MODERN KAPPO MIYABI,808 KAPAHULU AVENUE,HONOLULU,(808)737-2828,MASA@HAWAII-MIYABI.COM,"MACUORE, INC.","421 OLOHANA STREET, #903",96815,SIT DOWN (RESTAURANT),,"808 KAPAHULU AVENUE
HONOLULU, HAWAII 96815
(21.279718820998756, -157.8141180674561)"
SUNSET BEACH ELEMENTARY SCHOOL,59-360 KAMEHAMEHA HIGHWAY,HALEIWA,,,DEPARTMENT OF EDUCATION,56-490 KAMEHAMEHA HIGHWAY,96731,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"59-360 KAMEHAMEHA HIGHWAY
HALEIWA, HAWAII 96731
(21.685190000418345, -157.97136999972557)"
DON THE BEACHCOMBER,2780 KEKA`A DRIVE,LAHAINA,(808)661-3611,,"PLEASANT TRAVEL SERVICE, INC.",2780 KEKAA DRIVE,96761,LIQUOR DISPENSER (LIQUOR),,"2780 KEKA`A DRIVE
LAHAINA, HAWAII 96761
(20.9329818138379, -156.69139273558164)"
WAIKANE STORE,48-377 KAMEHAMEHA HIGHWAY,KANEOHE,(808)239-8522,,NADINE TOKUZATO,48-377 KAMEHAMEHA HIGHWAY,96744,GROCERY/MARKET (RETAIL FOODS),,"48-377 KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96744
(21.49327197500577, -157.85063569899924)"
UMAMI CAFE,"55 MERCHANT STREET, #C-110",HONOLULU,(808)537-6556,andi@gokujosushihawaii.com,"GOKUJO SUSHI, INC.","55 MERCHANT STREET, #C-110",96813,TAKE OUT (RESTAURANT),,"55 MERCHANT STREET, #C-110
HONOLULU, HAWAII 96813
(21.309366069540545, -157.86318236009865)"
"MEEN KINE POKE, LLC",85-814 FARRINGTON HIGHWAY,WAIANAE,(808)276-1074,,"MEEN KINE POKE, LLC","84-875 LAHAINA STREET, #D",96792,GROCERY/MARKET (RETAIL FOODS),,"85-814 FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.446818448498732, -158.1886739821632)"
SUKOTHAI RESTAURANT,15-2923 PAHOA VILLAGE HIGHWAY,PAHOA,(808)965-5449,,SOMPORN TUNGNGEON,P.O. BOX 243,96778,SIT DOWN (RESTAURANT),,"15-2923 PAHOA VILLAGE HIGHWAY
PAHOA, HAWAII 96778
(19.49395864831439, -154.94598854111618)"
BIG SAVE PUHI WAREHOUSE,1781 HALEUKANA STREET,LIHUE,(808)639-1951,bigsave.warehouse@hawaiiantel.net,"BIG SAVE, INC.",1781 HALEUKANA STREET,96766,WAREHOUSE,,"1781 HALEUKANA STREET
LIHUE, HAWAII 96766
(21.958568656051625, -159.39385543362812)"
MAPLE GARDEN RESTAURANT,909 ISENBERG STREET,HONOLULU,(808)941-6641,,H & T CORP.,"747 WILIWILI STREET, #1203",96826,SIT DOWN (RESTAURANT),,"909 ISENBERG STREET
HONOLULU, HAWAII 96826
(21.292215998441748, -157.82591445520447)"
L & L HAWAIIAN BBQ,3-2600 KAUMUALII HIGHWAY 1404,LIHUE,(808)246-3688,,LIHUE HB INC.,3-2600 KAUMUALII HIGHWAY #1404,96766,TAKE OUT (RESTAURANT),,"3-2600 KAUMUALII HIGHWAY 1404
LIHUE, HAWAII 96766
(21.971869628864965, -159.38120197267588)"
"VILLAGE SNACK SHOP & BAKERY, LLC",5-5190 KUHIO HIGHWAY SUITE B2 & B3,HANALEI,(808)826-6841,VILLAGESNACKSHOP@HAWAII.RR.COM,"VILLAGE SNACK SHOP & BAKERY, LLC",P.O. BOX 292,96714,TAKE OUT (RESTAURANT),,"5-5190 KUHIO HIGHWAY SUITE B2 &amp; B3
HANALEI, HI 96714
(22.202640000136057, -159.49773999960115)"
NUT'S-O-WHAT PEANUT CO.,9810 MENEHUNE PLACE,WAIMEA,(808)338-1548,,ALLEN ARQUETTE,PO BOX 582,96796,OTHER,,"9810 MENEHUNE PLACE
WAIMEA, HAWAII 96796
(21.965565381439546, -159.65741974075507)"
UNCLE LOUIE SAUSAGE COMPANY INC.,190 ALAMAHA STREET,KAHULUI,(808)871-7544,MAUIDOG@TIKI.NET,UNCLE LOUIE SAUSAGE COMPANY INC.,190 ALAMAHA STREET,96732,TAKE OUT (RESTAURANT),,"190 ALAMAHA STREET
KAHULUI, HAWAII 96732
(20.888051685254084, -156.46052777744003)"
KALAHEO EARLY LEARNING CENTER,2-2370 KAUMUALII HIGHWAY,KALAHEO,(808)332-0707,,"KAUAI ECONOMIC OPPORTUNITY, INC.",2804 WEHE ROAD,96766,"SERVICE AREA, NO FOOD PREP (MEAL SITE)",,"2-2370 KAUMUALII HIGHWAY
KALAHEO, HAWAII 96766
(21.974909999696877, -159.36832999972955)"
YUMMY (KOKO) B B Q,7192 KALANIANAOLE HIGHWAY,HONOLULU,,,MAX HYUN KU YUN,7192 KALANIANAOLE HIGHWAY,96825,TAKE OUT (RESTAURANT),,"7192 KALANIANAOLE HIGHWAY
HONOLULU, HAWAII 96825
(21.276297998523148, -157.70516248633035)"
"FRESH START BAKERIES, INC.",94-071 LEONUI STREET,WAIPAHU,(808)671-5671,,"FRESH START BAKERIES, INC.",94-071 LEONUI STREET,96797,COMBINATION POTENTIALLY HAZARDOUS FOOD & NON-POTENTIALLY HAZARDOUS FOOD MANUFACTURERS (MANUFACTURERS/PROCESSORS),,"94-071 LEONUI STREET
WAIPAHU, HAWAII 96797
(21.376538572742213, -158.0231959007276)"
WAIKIKI BEACH MARRIOTT RESORT KUHIO MAIN KITCHEN,2552 KALAKAUA AVENUE,HONOLULU,,,"MARRIOTT HOTEL SERVICES, INC.",2552 KALAKAUA AVENUE,96815,HOTEL MAIN KITCHEN (MASS FEEDING/SUPPORT KITCHENS),,"2552 KALAKAUA AVENUE
HONOLULU, HAWAII 96815
(21.272511852779814, -157.82323447555714)"
CHALLENGE AT MANELE GOLF COURSE CART,1 MANELE BAY ROAD,LANAI CITY,(808)565-2000,,"CASTLE & COOKE RESORTS, LLC",P. O. BOX 630310,96763,CART (MOBILE FOOD ESTABLISHMENTS),,"1 MANELE BAY ROAD
LANAI CITY, HAWAII 96763
(20.741696378635904, -156.8967335510238)"
HAWAIIAN WATER HOLDINGS CORP.,16-669 KIPIMANA STREET,KEAAU,(808)639-9394,,HAWAIIAN WATER HOLDINGS CORP.,1121 S. MILITARY TRAIL #432,33442,WATER (BOTTLING/CANNING),,"16-669 KIPIMANA STREET
KEAAU, FLORIDA 33442
(26.312369999975658, -80.14110999992641)"
HILO UNION SCHOOL CAFETERIA,506 WAIANUENUE AVENUE,HILO,(808)974-4007,,DEPARTMENT OF EDUCATION,506 WAIANUENUE AVENUE,96720,SCHOOLS (INSTITUTIONAL KITCHENS),,"506 WAIANUENUE AVENUE
HILO, HAWAII 96720
(19.72189736582447, -155.09454350348375)"
BURGER KING #6531,"25 KANEOHE BAY DRIVE, #608",KAILUA,,,KAZI RESTAURANTS OF HAWAII,25 KANEOHE BAY DRIVE,96734,TAKE OUT (RESTAURANT),,"25 KANEOHE BAY DRIVE, #608
KAILUA, HAWAII 96734
(21.42335513675431, -157.74963396067923)"
MARRIOTT'S KO OLINA BEACH CLUB RESORT ACTIVITIES SHAVE ICE NAI'A POOL HUT,92-161 WAIPAHE PLACE,KAPOLEI,(808)679-4700,AMY.SHIROMA@VACATIONCLUB.COM,MARRIOTT'S KO OLINA BEACH CLUB VACATION OWNERS ASSOCIATION,92-161 WAIPAHE PLACE,96707,FROZEN DESSERT DISPENSER (RESTRICTED/SPECIALIZED KITCHENS),,"92-161 WAIPAHE PLACE
KAPOLEI, HAWAII 96707
(21.33081176819486, -158.12050683701116)"
BUTTERFLY,1346 KAPIOLANI BOULEVARD,HONOLULU,(808)942-1457,,TCK CORP.,1346 KAPIOLANI BOULEVARD,96814,LIQUOR DISPENSERS (LIQUOR),,"1346 KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96814
(21.294303347753665, -157.84505486814123)"
GOLDEN RIVER CATERING,692 OLIVE AVENUE,WAHIAWA,(808)227-9027,,WAI FONG H. LIN,2269 POOLEKA STREET,96816,LUNCHWAGON (MOBILE FOOD ESTABLISHMENTS),,"692 OLIVE AVENUE
WAHIAWA, HAWAII 96816
(21.49545378384329, -158.02686796265155)"
GREEN PAPAYA,629 KEEAUMOKU STREET,HONOLULU,,,HEIDI & BILL TRANG,629 KEEAUMOKU STREET,96814,SIT DOWN & TAKE OUT (RESTAURANT),,"629 KEEAUMOKU STREET
HONOLULU, HAWAII 96814
(21.29358923765094, -157.842217643038)"
22 NORTH RESTAURANT AND BAR,3-2087 KAUMUALII HIGHWAY,LIHUE,(808)245-9593,,"W/C DEVELOPERS OF HAWAII, INC.",3-2087 KAUMUALII HIGHWAY,96766,SIT DOWN & TAKE OUT (RESTAURANT),,"3-2087 KAUMUALII HIGHWAY
LIHUE, HAWAII 96766
(21.969252601759706, -159.38961962687011)"
"HANAPA'A SUSHI COMPANY, INC.",1290 SOUTH BERETANIA STREET,HONOLULU,,,"HANAPA'A SUSHI COMPANY, INC.",PO BOX 235870,96823,TAKE OUT (RESTAURANT),,"1290 SOUTH BERETANIA STREET
HONOLULU, HAWAII 96823
(21.301020361108613, -157.84158064495486)"
TAM BLACK WAGON (259 TTP),"94-300 FARRINGTON HIGHWAY, #B-03",WAIPAHU,,,THANH TAM L. BLACK,91-200B KEKEPANIA PLACE,96707,LUNCHWAGON (MOBILE FOOD ESTABLISHMENTS),,"94-300 FARRINGTON HIGHWAY, #B-03
WAIPAHU, HAWAII 96707
(21.342720000327915, -158.08328999973355)"
GOLDEN COIN BAKE SHOP,1814 COLBURN STREET,HONOLULU,(808)853-1002,,GU INDUSTRIAL & BUSINESS CORP.,1814 COLBURN STREET,96819,COMBINATION POTENTIALLY HAZARDOUS FOOD & NON-POTENTIALLY HAZARDOUS FOOD MANUFACTURERS (MANUFACTURERS/PROCESSORS),,"1814 COLBURN STREET
HONOLULU, HAWAII 96819
(21.327370496567085, -157.8811058481426)"
SURF BREAK CAFÉ,201 KINOOLE STREET,HILO,(808)934-8844,,MALISSA THOMPSON,P.O. BOX 355,96728,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"201 KINOOLE STREET
HILO, HAWAII 96728
(19.72367738477456, -155.08801116126398)"
LANAI HIGH SCHOOL,555 FRASER AVENUE,LANAI CITY,(808)565-7906,,DEPARTMENT OF EDUCATION,P.O. BOX 630630,96763,SCHOOLS (INSTITUTIONAL KITCHENS),,"555 FRASER AVENUE
LANAI CITY, HAWAII 96763
(20.826403590649665, -156.92192135269593)"
LEHUA ELEMENTARY SCHOOL,791 LEHUA AVENUE,PEARL CITY,,,DEPARTMENT OF EDUCATION,791 LEHUA AVENUE,96782,SCHOOLS (INSTITUTIONAL KITCHENS),,"791 LEHUA AVENUE
PEARL CITY, HAWAII 96782
(21.38924385218297, -157.97220716971069)"
BLACK DIAMOND CLUB,"2255 KUHIO AVENUE, #M-1",HONOLULU,(808)922-4599,,"SUN ANN HONG, LLC","1212 NUUANU AVENUE, #2404",96817,LIQUOR DISPENSERS (LIQUOR),,"2255 KUHIO AVENUE, #M-1
HONOLULU, HAWAII 96817
(21.280111123927384, -157.82698464841934)"
BAC-NAM,1117 SOUTH KING STREET,HONOLULU,,,TAM & KIMMY HUYNH,1117 SOUTH KING STREET,96814,TAKE OUT (RESTAURANT),,"1117 SOUTH KING STREET
HONOLULU, HAWAII 96814
(21.300246944163405, -157.84531283137645)"
OHANA TACOS - COMMISSARY,3350 LOWER HONOAPIILANI ROAD,LAHAINA,(808)283-7768,,OSCAR GONZALEZ,3500 LOWER HONOAPIILANI ROAD #15B,96761,COMMISSARY (MASS FEEDING/SUPPORT KITCHENS),,"3350 LOWER HONOAPIILANI ROAD
LAHAINA, HAWAII 96761
(20.94628278665124, -156.6878494067862)"
JOJO COFFEE & SNACK,"1154 FORT STREET MALL, #9",HONOLULU,(808)389-5314,,"JOJO COFFEE & SNACK, LLC","1681 LUSITANA STREET, #B",96813,TAKE OUT (RESTAURANT),,"1154 FORT STREET MALL, #9
HONOLULU, HAWAII 96813
(21.310742032245344, -157.86009768553816)"
MIKE'S KIAWE GRILL HULI HULI,67-109 KEALOHANUI STREET,WAIALUA,(808)277-6720,,"FUSE HOLDINGS, LLC",410 ILIMA STREET,96786,COMMISSARY (MASS FEEDING/SUPPORT KITCHENS),,"67-109 KEALOHANUI STREET
WAIALUA, HAWAII 96786
(21.500729999789826, -158.03338000038656)"
KAIWA,"226 LEWERS STREET, #215",HONOLULU,(808)924-1555,KAIWA@KAI-WA.COM,"PARTNER INTERNATIONAL, INC.","2222 KALAKAUA AVENUE, #712",96815,SIT DOWN (RESTAURANT),,"226 LEWERS STREET, #215
HONOLULU, HAWAII 96815
(21.278995964611056, -157.83116649585557)"
MATTEO'S ITALIAN RESTAURANT,364 SEASIDE AVENUE,HONOLULU,(808)922-5551,sfarrand@fcblaw.com,"SEASIDE 364, LLC",PO BOX 7329,94120,SIT DOWN (RESTAURANT),,"364 SEASIDE AVENUE
HONOLULU, CALIFORNIA 94120
(37.79363999998617, -122.40473000038907)"
COCONUT'S FISH CAFÉ,"1279 SOUTH KIHEI ROAD, #304",KIHEI,(808)875-9979,,COCONUT'S FISH CAFÉ LLC,1743 HALAMA STREET,96753,TAKE OUT (RESTAURANT),,"1279 SOUTH KIHEI ROAD, #304
KIHEI, HAWAII 96753
(20.7488726079996, -156.45537466221214)"
BANDITOS,98-151 PALI MOMI STREET,AIEA,(808)488-8888,,"CAISSE & GOMEZ, INC.",98-151 PALI MOMI STREET,96701,SIT DOWN (RESTAURANT),,"98-151 PALI MOMI STREET
AIEA, HAWAII 96701
(21.38177947933974, -157.94039814953436)"
KYOTO SUSHI & BENTO,"98-1005 MOANALUA ROAD, #142C",AIEA,(808)488-9946,,MATTHEW D. WOO,"98-1005 MOANALUA ROAD, #142C",96701,TAKE OUT (RESTAURANT),,"98-1005 MOANALUA ROAD, #142C
AIEA, HAWAII 96701
(21.385934347115153, -157.94082083088813)"
LAWAI GENERAL STORE,3586 KOLOA ROAD,LAWAI,(808)332-7501,,"LAWAI GENERAL STORE, INC.",3586 KOLOA ROAD,96741,SUPERMARKET WITH DELI/RTE FOODS,,"3586 KOLOA ROAD
LAWAI, HAWAII 96741
(21.92176435518001, -159.50675231020446)"
HOKU'S RESTAURANT,5000 KAHALA AVENUE,HONOLULU,,,KAHALA HOTEL INVESTORS LLC,5000 KAHALA AVENUE,96816,SIT DOWN (RESTAURANT),,"5000 KAHALA AVENUE
HONOLULU, HAWAII 96816
(21.27177440871577, -157.77397860801238)"
GOOD SAMARITAN PRESCHOOL,1801 10TH AVENUE,HONOLULU,(808)732-0517,,GOOD SAMARITAN CHURCH,1801 10TH AVENUE,96816,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"1801 10TH AVENUE
HONOLULU, HAWAII 96816
(21.29276458487965, -157.79586810620555)"
OUTBACK STEAKHOUSE,281 PIIKEA AVENUE,KIHEI,(808)879-8400,OBS0903@OUTBACK.COM,"OUTBACK STEAKHOUSE OF FLORIDA, LLC",2202 NORTH WEST SHORE BOULEVARD 5TH FLOOR,33607,SIT DOWN (RESTAURANT),,"281 PIIKEA AVENUE
KIHEI, FLORIDA 33607
(27.963569999855793, -82.50105000035705)"
RUBY TUESDAY,"930 VALKENBURG STREET, #211",HONOLULU,(808)422-8585,,RT RESTAURANT HI,"2116 LAUWILIWILI STREET, #105F",96707,SIT DOWN (RESTAURANT),,"930 VALKENBURG STREET, #211
HONOLULU, HAWAII 96707
(21.343776924855927, -157.92813395368722)"
NORTH STAR VARIETY STORE,"94-801 FARRINGTON HIGHWAY, BLDG 2-8",WAIPAHU,,,LUZVIMINDA B. OLIVEIRA,4157 LIKINI STREET,96818,SUPERMARKET WITH DELI/READY TO EAT FOODS (RETAIL FOODS),,"94-801 FARRINGTON HIGHWAY, BLDG 2-8
WAIPAHU, HAWAII 96818
(21.383928858989805, -158.00429497971612)"
BIG BEACH BBQ - COMMISSARY,131 WAILEA IKE PLACE,KIHEI,,MAUILAUTHER@HOTMAIL.COM,REGINE BRIGHAM & GERALD LAUTHER JR.,99 WALAKA STREET #8,96753,COMMISSARY (MASS FEEDING/SUPPORT KITCHENS),,"131 WAILEA IKE PLACE
KIHEI, HAWAII 96753
(20.688348235427725, -156.43714540467823)"
LE JARDIN ACADEMY JUNIOR SCHOOL,1004 KAILUA ROAD,KAILUA,(808)261-0707,francoise.akina@lejardinacademy.org,"LE JARDIN ACADEMY, INC.",917 KALANIANAOLE HIGHWAY,96734,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"1004 KAILUA ROAD
KAILUA, HAWAII 96734
(21.387939835240445, -157.74975087254305)"
"GYPSY GRILL, THE (COMMISSARY)","1020 KEOLU DRIVE, #D1",KAILUA,,,"GYPSY GRILL, THE LLC",1049 KUPAU STREET,96734,COMMISSARY (MASS FEEDING/SUPPORT KITCHENS),,"1020 KEOLU DRIVE, #D1
KAILUA, HAWAII 96734
(21.378218164103714, -157.72855385231244)"
ABC STORE #47,3511 LOWER HONOAPIILANI ROAD,LAHAINA,(808)669-0271,,"MNS, LIMITED",766 POHUKAINA STREET,96813,SUPERMARKET W/DELI RTE FOODS (RETAIL FOODS),,"3511 LOWER HONOAPIILANI ROAD
LAHAINA, HAWAII 96813
(20.950913483590444, -156.68731896023328)"
HAWAII CREPE COMPANY,98-1005 MOANALUA ROAD,AIEA,(808)352-4869,,"HAWAII CREPE COMPANY, INC.",PO BOX 8748,96830,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"98-1005 MOANALUA ROAD
AIEA, HAWAII 96830
(21.385934347115153, -157.94082083088813)"
SAKURA SNACK SHOP,41-1801 KALANIANAOLE HIGHWAY,WAIMANALO,(808)259-7100,,"DINING SWITCH, LLC",41-1801 KALANIANAOLE HIGHWAY,96795,TAKE OUT (RESTAURANT),,"41-1801 KALANIANAOLE HIGHWAY
WAIMANALO, HAWAII 96795
(21.355397819669427, -157.73022227681102)"
WAIPAHU HIGH SCHOOL CAFETERIA,94-1211 FARRINGTON HIGHWAY,WAIPAHU,,,DEPARTMENT OF EDUCATION,94-1211 FARRINGTON HIGHWAY,96797,SCHOOLS (INSTITUTIONAL KITCHENS),,"94-1211 FARRINGTON HIGHWAY
WAIPAHU, HAWAII 96797
(21.390314045397815, -157.9935211018051)"
JAMBA JUICE (THE SHOPS ON KEEAUMOKU),670 KEEAUMOKU STREET,HONOLULU,,,"JJC HAWAII, LLC.","1288 ALA MOANA BOULEVARD, #216",96814,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"670 KEEAUMOKU STREET
HONOLULU, HAWAII 96814
(21.29427228920557, -157.84208675844872)"
WAI'ALAE BAPTIST PRESCHOOL,1047 21ST AVENUE,HONOLULU,(808)732-5561,,WAI'ALAE BAPTIST CHURCH,1047 21ST AVENUE,96816,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"1047 21ST AVENUE
HONOLULU, HAWAII 96816
(21.27622605276082, -157.79064304521532)"
MANANA ELEMENTARY SCHOOL CAFETERIA,1147 KUMANO STREET,PEARL CITY,,,DEPARTMENT OF EDUCATION,1147 KUMANO STREET,96782,SCHOOLS (INSTITUTIONAL KITCHENS),,"1147 KUMANO STREET
PEARL CITY, HAWAII 96782
(21.40776988598651, -157.97201831208454)"
KEVIN'S TWO BOOTS,201A HAMAKUA DRIVE,KAILUA,,,KEVIN TATE,"1015 AOLOA PLACE, #239",96734,COMMISSARY (MASS FEEDING/SUPPORT KITCHENS),,"201A HAMAKUA DRIVE
KAILUA, HAWAII 96734
(21.39008921489051, -157.7403169844557)"
POHULANI (DOWNTOWN II) FIRST TO WORK DROP IN CHILD CARE,"677 QUEEN STREET, #400A",HONOLULU,(808)587-5250,,KAMA'AINA KIDS,156 C HAMAKUA DRIVE,96734,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"677 QUEEN STREET, #400A
HONOLULU, HAWAII 96734
(21.30124519161592, -157.85738173300967)"
CENTRAL UNION CHURCH ADULT DAY HEALTH CENTER,1660 SOUTH BERETANIA STREET,HONOLULU,(808)941-0957,,CENTRAL UNION CHURCH,1660 SOUTH BERETANIA STREET,96826,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"1660 SOUTH BERETANIA STREET
HONOLULU, HAWAII 96826
(21.298161604497274, -157.8336741856941)"
SUBWAY SANDWICH,"46-047 KAMEHAMEHA HIGHWAY, #1-B",KANEOHE,(808)247-2188,,MICHELL J. LEE,"46-047 KAMEHAMEHA HIGHWAY, #1-B",96744,TAKE OUT (RESTAURANT),,"46-047 KAMEHAMEHA HIGHWAY, #1-B
KANEOHE, HAWAII 96744
(21.420143068269628, -157.80306814659826)"
YOUTH SERVICES PROGRAM,710 GREEN STREET,HONOLULU,,,EASTER SEALS OF HAWAII,710 GREEN STREET,96813,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"710 GREEN STREET
HONOLULU, HAWAII 96813
(21.30790916785304, -157.85005225847087)"
NM ESPRESSO BAR,"1450 ALA MOANA BOULEVARD, #3200",HONOLULU,,,"THE NEIMAN MARCUS GROUP, INC.","1450 ALA MOANA BOULEVARD, #3200",96814,SIT DOWN (RESTAURANT),,"1450 ALA MOANA BOULEVARD, #3200
HONOLULU, HAWAII 96814
(21.289311188287115, -157.8421921839348)"
ACTG ARCH #2,1447 UILA STREET,HONOLULU,(808)422-5888,,ACTG INC.,1447 UILA STREET,96818,HOSPITAL/MEDICAL FACILITIES (INSTITUTIONAL KITCHENS),,"1447 UILA STREET
HONOLULU, HAWAII 96818
(21.36523195400065, -157.92233076996573)"
SHIN MIYAGAWA,"1450 ALA MOANA BOULEVARD, #2250",HONOLULU,(808)388-6791,,"SHIN MIYAGAWA HAWAII, LLC","1450 ALA MOANA BOULEVARD, #2250",96814,TAKE OUT (RESTAURANT),,"1450 ALA MOANA BOULEVARD, #2250
HONOLULU, HAWAII 96814
(21.289311188287115, -157.8421921839348)"
KIMOBEAN COFFEE,"1778 ALA MOANA BOULEVARD, #VL-06A",HONOLULU,(808)955-9587,,"DB KBCC, LLC","238 SAND ISLAND ACCESS ROAD, #R-3",96819,TAKE OUT (RESTAURANT),,"1778 ALA MOANA BOULEVARD, #VL-06A
HONOLULU, HAWAII 96819
(21.354179554674836, -157.88384324838822)"
DRAGON WALL EXPRESS,2435 KAANAPALI PARKWAY,LAHAINA,(808)661-9798,,DRAGON WALL CORP.,P O BOX 1036,96761,TAKE OUT (RESTAURANT),,"2435 KAANAPALI PARKWAY
LAHAINA, HAWAII 96761
(20.92255867151829, -156.6932363457417)"
SUBWAY LILIHA,"1425 LILIHA STREET, #6",HONOLULU,,,BOYET & DONNA FAYLOGA,1576 KALAEPAA DRIVE,96819,TAKE OUT (RESTAURANT),,"1425 LILIHA STREET, #6
HONOLULU, HAWAII 96819
(21.32051766270382, -157.86141069570093)"
HILTON WAIKIKI PRINCE KUHIO CAFETERIA,2500 KUHIO AVENUE,HONOLULU,(808)922-0811,,OCEAN VIEW HOTEL CORP.,2500 KUHIO AVENUE,96815,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"2500 KUHIO AVENUE
HONOLULU, HAWAII 96815
(21.275389683273545, -157.82233515352786)"
SWEET ROLLS OF HAWAII,3154 WAIALAE AVENUE,HONOLULU,(808)853-2002,,GEORGE KAWAMOTO,3154 WAIALAE AVENUE,96816,NON-POTENTIALLY HAZARDOUS FOOD MANUFACTURER (MANUFACTURERS/PROCESSORS),,"3154 WAIALAE AVENUE
HONOLULU, HAWAII 96816
(21.287863279819987, -157.80906116037536)"
FORT RUGER MARKET,3585 ALOHEA AVENUE,HONOLULU,(808)737-4531,,"YOUNG JUN, INC.",3585 ALOHEA AVENUE,96816,SUPERMARKET WITH DELI/READY TO EAT FOODS (RETAIL FOODS),,"3585 ALOHEA AVENUE
HONOLULU, HAWAII 96816
(21.272017225663717, -157.80498723158266)"
SUN CODE - COMMISSARY,62 MARKET STREET #300,WAILUKU,(808)385-2307,,SUN OK KIM,P O BOX 152,96793,COMMISSARY (MASS FEEDING/SUPPORT KITCHENS),,"62 MARKET STREET #300
WAILUKU, HAWAII 96793
(20.88879812253839, -156.502085448414)"
15 CRAIGSIDE,15 CRAIGSIDE PLACE,HONOLULU,(808)754-6070,,ARCADIA COMMUNITY SERVICES,15 CRAIGSIDE PLACE,96817,HOSPITAL/MEDICAL FACILITIES (INSTITUTIONAL KITCHENS),,"15 CRAIGSIDE PLACE
HONOLULU, HAWAII 96817
(21.323125696588818, -157.84876622796898)"
